#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACD	TERF2	9606.ENSP00000483117	9606.ENSP00000254942	0	0	0	0	0.067	0.922	0.720	0.993	0.999
ACD	CCNA1	9606.ENSP00000483117	9606.ENSP00000255465	0	0	0	0	0	0	0.400	0	0.400
ACD	NBN	9606.ENSP00000483117	9606.ENSP00000265433	0	0	0	0	0	0	0.500	0.049	0.504
ACD	CDK2	9606.ENSP00000483117	9606.ENSP00000266970	0	0	0	0	0.049	0	0.400	0	0.405
ACD	TINF2	9606.ENSP00000483117	9606.ENSP00000267415	0	0	0	0	0.055	0.991	0.800	0.999	0.999
ACD	H2BC1	9606.ENSP00000483117	9606.ENSP00000274764	0	0	0	0	0	0	0.500	0	0.499
ACD	TERF1	9606.ENSP00000483117	9606.ENSP00000276603	0	0	0	0	0	0.878	0.720	0.998	0.999
ACD	H2BC5	9606.ENSP00000483117	9606.ENSP00000289316	0	0	0	0	0	0	0.500	0	0.499
ACD	TERF2IP	9606.ENSP00000483117	9606.ENSP00000300086	0	0	0	0	0.049	0.874	0.800	0.967	0.999
ACD	H2AZ2	9606.ENSP00000483117	9606.ENSP00000308405	0	0	0	0	0	0	0.500	0	0.499
ACD	H2BC4	9606.ENSP00000483117	9606.ENSP00000321744	0	0	0	0	0	0	0.500	0	0.499
ACD	MRE11	9606.ENSP00000483117	9606.ENSP00000325863	0	0	0	0	0	0	0.500	0	0.499
ACD	H2AC14	9606.ENSP00000483117	9606.ENSP00000328484	0	0	0	0	0	0	0.500	0	0.499
ACD	H2AC20	9606.ENSP00000483117	9606.ENSP00000332194	0	0	0	0	0	0	0.500	0.106	0.533
ACD	H2AC7	9606.ENSP00000483117	9606.ENSP00000341094	0	0	0	0	0	0	0.500	0	0.499
ACD	H2BC12	9606.ENSP00000483117	9606.ENSP00000349430	0	0	0	0	0	0	0.500	0	0.499
ACD	POT1	9606.ENSP00000483117	9606.ENSP00000350249	0	0	0	0	0	0.991	0.800	0.998	0.999
ACD	H3-4	9606.ENSP00000483117	9606.ENSP00000355657	0	0	0	0	0	0	0.500	0.104	0.532
ACD	H2BC21	9606.ENSP00000483117	9606.ENSP00000358151	0	0	0	0	0	0	0.500	0.098	0.529
ACD	H2AC18	9606.ENSP00000483117	9606.ENSP00000358155	0	0	0	0	0	0	0.500	0.105	0.533
ACD	H2BC13	9606.ENSP00000483117	9606.ENSP00000366618	0	0	0	0	0.044	0	0.500	0	0.501
ACD	H2AC6	9606.ENSP00000483117	9606.ENSP00000367022	0	0	0	0	0	0	0.500	0	0.499
ACD	RAD50	9606.ENSP00000483117	9606.ENSP00000368100	0	0	0	0	0	0	0.500	0	0.499
ACD	H2AX	9606.ENSP00000483117	9606.ENSP00000434024	0	0	0	0	0.074	0	0.500	0.150	0.572
ACD	H2AJ	9606.ENSP00000483117	9606.ENSP00000438553	0	0	0	0	0	0	0.500	0	0.499
ACD	H2BC11	9606.ENSP00000483117	9606.ENSP00000476136	0	0	0	0	0.044	0	0.500	0	0.501
ACD	H2BC17	9606.ENSP00000483117	9606.ENSP00000477527	0	0	0	0	0	0	0.500	0	0.499
ACD	H2BC14	9606.ENSP00000483117	9606.ENSP00000477907	0	0	0	0	0.044	0	0.500	0	0.501
ACD	H2BC9	9606.ENSP00000483117	9606.ENSP00000479169	0	0	0	0	0	0	0.500	0	0.499
ACD	CCNA2	9606.ENSP00000483117	9606.ENSP00000481380	0	0	0	0	0.050	0	0.400	0	0.405
ACD	H2BC3	9606.ENSP00000483117	9606.ENSP00000482674	0	0	0	0	0	0	0.500	0	0.499
ACD	H2BC15	9606.ENSP00000483117	9606.ENSP00000483903	0	0	0	0	0	0	0.500	0	0.499
ACD	H2AB1	9606.ENSP00000483117	9606.ENSP00000484261	0	0	0	0	0	0	0.500	0	0.499
AGO1	SIRT1	9606.ENSP00000362300	9606.ENSP00000212015	0	0	0	0	0	0.292	0	0.306	0.488
AGO1	CCND1	9606.ENSP00000362300	9606.ENSP00000227507	0	0	0	0	0.055	0	0.500	0.234	0.606
AGO1	MAPK14	9606.ENSP00000362300	9606.ENSP00000229795	0	0	0	0	0.049	0	0.500	0.070	0.519
AGO1	KDM6B	9606.ENSP00000362300	9606.ENSP00000254846	0	0	0	0	0.098	0	0.500	0.116	0.566
AGO1	PHC2	9606.ENSP00000362300	9606.ENSP00000257118	0	0	0	0	0.053	0	0.500	0	0.506
AGO1	CDK4	9606.ENSP00000362300	9606.ENSP00000257904	0	0	0	0	0.053	0	0.500	0.173	0.574
AGO1	CDKN2C	9606.ENSP00000362300	9606.ENSP00000262662	0	0	0	0	0	0.068	0.500	0.063	0.525
AGO1	E2F3	9606.ENSP00000362300	9606.ENSP00000262904	0	0	0	0	0.089	0.071	0.500	0.211	0.622
AGO1	CDK6	9606.ENSP00000362300	9606.ENSP00000265734	0	0	0	0	0.051	0	0.500	0.405	0.693
AGO1	TP53	9606.ENSP00000362300	9606.ENSP00000269305	0	0	0	0	0	0.234	0.500	0.306	0.710
AGO1	CBX8	9606.ENSP00000362300	9606.ENSP00000269385	0	0	0	0	0	0	0.500	0.065	0.512
AGO1	CBX4	9606.ENSP00000362300	9606.ENSP00000269397	0	0	0	0	0	0	0.500	0	0.499
AGO1	H2BC1	9606.ENSP00000362300	9606.ENSP00000274764	0	0.005	0	0	0	0	0.500	0.129	0.546
AGO1	TERF1	9606.ENSP00000362300	9606.ENSP00000276603	0	0	0	0	0	0	0	0.779	0.779
AGO1	CDKN2B	9606.ENSP00000362300	9606.ENSP00000276925	0	0	0	0	0	0.068	0.500	0.078	0.533
AGO1	H2BC5	9606.ENSP00000362300	9606.ENSP00000289316	0	0.005	0	0	0	0	0.500	0.138	0.550
AGO1	PPID	9606.ENSP00000362300	9606.ENSP00000303754	0	0	0	0	0.051	0.052	0	0.755	0.761
AGO1	H2AZ2	9606.ENSP00000362300	9606.ENSP00000308405	0	0	0	0	0.052	0	0.500	0.129	0.551
AGO1	CBX2	9606.ENSP00000362300	9606.ENSP00000308750	0	0	0	0	0	0	0.500	0	0.499
AGO1	SUZ12	9606.ENSP00000362300	9606.ENSP00000316578	0	0	0	0	0.049	0	0.500	0.198	0.585
AGO1	EZH2	9606.ENSP00000362300	9606.ENSP00000320147	0	0	0	0	0.059	0.069	0.500	0.842	0.921
AGO1	H2BC4	9606.ENSP00000362300	9606.ENSP00000321744	0	0.005	0	0	0	0	0.500	0.141	0.552
AGO1	H2AC14	9606.ENSP00000362300	9606.ENSP00000328484	0	0	0	0	0	0	0.500	0	0.499
AGO1	SP1	9606.ENSP00000362300	9606.ENSP00000329357	0	0	0	0	0.082	0.053	0.500	0.100	0.556
AGO1	H2AC20	9606.ENSP00000362300	9606.ENSP00000332194	0	0	0	0	0	0	0.500	0.167	0.565
AGO1	MAPK11	9606.ENSP00000362300	9606.ENSP00000333685	0	0	0	0	0	0	0.500	0.057	0.508
AGO1	TNRC6C	9606.ENSP00000362300	9606.ENSP00000336783	0	0	0	0	0.060	0.916	0.400	0.805	0.989
AGO1	EED	9606.ENSP00000362300	9606.ENSP00000338186	0	0	0	0	0.044	0	0.500	0.157	0.562
AGO1	FOXO3	9606.ENSP00000362300	9606.ENSP00000339527	0	0	0	0	0.067	0.045	0.400	0.180	0.503
AGO1	EIF4EBP1	9606.ENSP00000362300	9606.ENSP00000340691	0	0	0	0	0.056	0	0	0.594	0.600
AGO1	H2AC7	9606.ENSP00000362300	9606.ENSP00000341094	0	0	0	0	0	0	0.500	0.063	0.511
AGO1	E2F1	9606.ENSP00000362300	9606.ENSP00000345571	0	0	0	0	0.060	0.065	0.500	0.586	0.793
AGO1	H2BC12	9606.ENSP00000362300	9606.ENSP00000349430	0	0.005	0	0	0	0	0.500	0.129	0.546
AGO1	ETS2	9606.ENSP00000362300	9606.ENSP00000353344	0	0	0	0	0	0	0.500	0.085	0.523
AGO1	E2F2	9606.ENSP00000362300	9606.ENSP00000355249	0	0	0	0	0.082	0.071	0.500	0.129	0.579
AGO1	H3-4	9606.ENSP00000362300	9606.ENSP00000355657	0	0	0	0	0	0.059	0	0.419	0.430
AGO1	RNF2	9606.ENSP00000362300	9606.ENSP00000356480	0	0	0	0	0.085	0	0.500	0.145	0.575
AGO1	VENTX	9606.ENSP00000362300	9606.ENSP00000357556	0	0	0	0	0	0.050	0.500	0.066	0.517
AGO1	H2BC21	9606.ENSP00000362300	9606.ENSP00000358151	0	0.005	0	0	0	0	0.500	0.243	0.605
AGO1	H2AC18	9606.ENSP00000362300	9606.ENSP00000358155	0	0	0	0	0.042	0	0.500	0.175	0.570
AGO1	JUN	9606.ENSP00000362300	9606.ENSP00000360266	0	0	0	0	0	0	0.500	0.169	0.567
AGO1	PTEN	9606.ENSP00000362300	9606.ENSP00000361021	0	0	0	0	0.061	0.292	0.500	0.352	0.755
AGO1	AGO3	9606.ENSP00000362300	9606.ENSP00000362287	0	0	0.049	0.983	0.072	0.720	0.720	0.858	0.988
AGO1	H2AB1	9606.ENSP00000362300	9606.ENSP00000484261	0	0	0	0	0	0	0.500	0	0.499
AGO1	H2AJ	9606.ENSP00000362300	9606.ENSP00000438553	0	0	0	0	0	0	0.500	0	0.499
AGO1	H2AC6	9606.ENSP00000362300	9606.ENSP00000367022	0	0	0	0	0.049	0	0.500	0	0.504
AGO1	CBX6	9606.ENSP00000362300	9606.ENSP00000384490	0	0	0	0	0.049	0	0.500	0	0.504
AGO1	TFDP2	9606.ENSP00000362300	9606.ENSP00000420616	0	0	0	0	0.055	0	0.500	0	0.507
AGO1	PHC3	9606.ENSP00000362300	9606.ENSP00000420294	0	0	0	0	0.049	0	0.500	0.067	0.517
AGO1	CDKN2D	9606.ENSP00000362300	9606.ENSP00000377224	0	0	0	0	0	0.068	0.500	0.063	0.525
AGO1	RBBP7	9606.ENSP00000362300	9606.ENSP00000369424	0	0	0	0	0.062	0.081	0.500	0	0.531
AGO1	PHC1	9606.ENSP00000362300	9606.ENSP00000437659	0	0	0	0	0.062	0	0.500	0.081	0.532
AGO1	ETS1	9606.ENSP00000362300	9606.ENSP00000376436	0	0	0	0	0	0	0.500	0.113	0.537
AGO1	MAPKAPK3	9606.ENSP00000362300	9606.ENSP00000396467	0	0	0	0	0.042	0	0.500	0.113	0.538
AGO1	RING1	9606.ENSP00000362300	9606.ENSP00000363787	0	0	0	0	0.049	0	0.500	0.109	0.539
AGO1	H2BC11	9606.ENSP00000362300	9606.ENSP00000476136	0	0.005	0	0	0	0	0.500	0.130	0.546
AGO1	H2BC15	9606.ENSP00000362300	9606.ENSP00000483903	0	0.005	0	0	0	0	0.500	0.131	0.547
AGO1	H2BC3	9606.ENSP00000362300	9606.ENSP00000482674	0	0.005	0	0	0	0	0.500	0.131	0.547
AGO1	H2BC13	9606.ENSP00000362300	9606.ENSP00000366618	0	0.005	0	0	0	0	0.500	0.134	0.548
AGO1	H2BC9	9606.ENSP00000362300	9606.ENSP00000479169	0	0.005	0	0	0	0	0.500	0.133	0.548
AGO1	H2BC14	9606.ENSP00000362300	9606.ENSP00000477907	0	0.005	0	0	0	0	0.500	0.133	0.548
AGO1	H2BC17	9606.ENSP00000362300	9606.ENSP00000477527	0	0.005	0	0	0.042	0	0.500	0.134	0.549
AGO1	RBBP4	9606.ENSP00000362300	9606.ENSP00000362592	0	0	0	0	0.080	0.081	0.500	0.071	0.555
AGO1	BMI1	9606.ENSP00000362300	9606.ENSP00000365851	0	0	0	0	0	0	0.500	0.156	0.560
AGO1	H2AX	9606.ENSP00000362300	9606.ENSP00000434024	0	0	0	0	0	0.133	0.500	0.103	0.577
AGO1	CDKN2A	9606.ENSP00000362300	9606.ENSP00000418915	0	0	0	0	0.055	0.068	0.500	0.259	0.630
AGO1	MYC	9606.ENSP00000362300	9606.ENSP00000478887	0	0	0	0	0	0.179	0.400	0.576	0.773
AGO1	TFDP1	9606.ENSP00000362300	9606.ENSP00000364519	0	0	0	0	0.055	0	0.500	0.642	0.816
AGO1	MOV10	9606.ENSP00000362300	9606.ENSP00000399797	0	0	0	0	0.053	0.423	0.400	0.968	0.988
AGO1	AGO4	9606.ENSP00000362300	9606.ENSP00000362306	0	0	0.049	0.982	0.102	0	0.720	0.975	0.993
AGO1	TNRC6B	9606.ENSP00000362300	9606.ENSP00000401946	0	0	0	0	0.066	0.837	0.400	0.948	0.994
AGO1	TNRC6A	9606.ENSP00000362300	9606.ENSP00000379144	0	0	0	0	0	0.986	0.900	0.998	0.999
AGO3	CCND1	9606.ENSP00000362287	9606.ENSP00000227507	0	0	0	0	0.055	0	0.500	0.117	0.546
AGO3	MAPK14	9606.ENSP00000362287	9606.ENSP00000229795	0	0	0	0	0.042	0	0.500	0.057	0.508
AGO3	KDM6B	9606.ENSP00000362287	9606.ENSP00000254846	0	0	0	0	0.062	0	0.500	0.091	0.536
AGO3	PHC2	9606.ENSP00000362287	9606.ENSP00000257118	0	0	0	0	0.046	0	0.500	0	0.502
AGO3	CDK4	9606.ENSP00000362287	9606.ENSP00000257904	0	0	0	0	0.051	0	0.500	0.095	0.533
AGO3	CDKN2C	9606.ENSP00000362287	9606.ENSP00000262662	0	0	0	0	0	0.068	0.500	0.063	0.525
AGO3	E2F3	9606.ENSP00000362287	9606.ENSP00000262904	0	0	0	0	0.100	0.071	0.500	0.069	0.559
AGO3	CDK6	9606.ENSP00000362287	9606.ENSP00000265734	0	0	0	0	0.052	0	0.500	0.143	0.558
AGO3	TP53	9606.ENSP00000362287	9606.ENSP00000269305	0	0	0	0	0	0	0.500	0.181	0.572
AGO3	CBX8	9606.ENSP00000362287	9606.ENSP00000269385	0	0	0	0	0	0	0.500	0.065	0.512
AGO3	CBX4	9606.ENSP00000362287	9606.ENSP00000269397	0	0	0	0	0	0	0.500	0	0.499
AGO3	H2BC1	9606.ENSP00000362287	9606.ENSP00000274764	0	0.005	0	0	0	0	0.500	0.088	0.524
AGO3	TERF1	9606.ENSP00000362287	9606.ENSP00000276603	0	0	0	0	0.049	0	0	0.547	0.550
AGO3	CDKN2B	9606.ENSP00000362287	9606.ENSP00000276925	0	0	0	0	0	0.068	0.500	0.063	0.525
AGO3	H2BC5	9606.ENSP00000362287	9606.ENSP00000289316	0	0.005	0	0	0.042	0	0.500	0.088	0.525
AGO3	H2AZ2	9606.ENSP00000362287	9606.ENSP00000308405	0	0	0	0	0.047	0	0.500	0.272	0.623
AGO3	CBX2	9606.ENSP00000362287	9606.ENSP00000308750	0	0	0	0	0	0	0.500	0	0.499
AGO3	SUZ12	9606.ENSP00000362287	9606.ENSP00000316578	0	0	0	0	0.049	0	0.500	0.126	0.548
AGO3	EZH2	9606.ENSP00000362287	9606.ENSP00000320147	0	0	0	0	0.061	0.069	0.500	0.166	0.587
AGO3	H2BC4	9606.ENSP00000362287	9606.ENSP00000321744	0	0.005	0	0	0.044	0	0.500	0.088	0.525
AGO3	H2AC14	9606.ENSP00000362287	9606.ENSP00000328484	0	0	0	0	0	0	0.500	0	0.499
AGO3	SP1	9606.ENSP00000362287	9606.ENSP00000329357	0	0	0	0	0.042	0.053	0.500	0.047	0.509
AGO3	H2AC20	9606.ENSP00000362287	9606.ENSP00000332194	0	0	0	0	0	0	0.500	0.091	0.526
AGO3	MAPK11	9606.ENSP00000362287	9606.ENSP00000333685	0	0	0	0	0	0	0.500	0.057	0.508
AGO3	TNRC6C	9606.ENSP00000362287	9606.ENSP00000336783	0	0	0	0	0.049	0.889	0.400	0.613	0.972
AGO3	EED	9606.ENSP00000362287	9606.ENSP00000338186	0	0	0	0	0.048	0	0.500	0.146	0.557
AGO3	FOXO3	9606.ENSP00000362287	9606.ENSP00000339527	0	0	0	0	0.060	0.045	0.400	0.102	0.451
AGO3	H2AC7	9606.ENSP00000362287	9606.ENSP00000341094	0	0	0	0	0.042	0	0.500	0	0.500
AGO3	E2F1	9606.ENSP00000362287	9606.ENSP00000345571	0	0	0	0	0.060	0.065	0.500	0.086	0.545
AGO3	H2BC12	9606.ENSP00000362287	9606.ENSP00000349430	0	0.005	0	0	0	0	0.500	0.088	0.524
AGO3	ETS2	9606.ENSP00000362287	9606.ENSP00000353344	0	0	0	0	0	0	0.500	0.044	0.501
AGO3	E2F2	9606.ENSP00000362287	9606.ENSP00000355249	0	0	0	0	0.082	0.071	0.500	0.049	0.540
AGO3	H3-4	9606.ENSP00000362287	9606.ENSP00000355657	0	0	0	0	0	0.059	0	0.596	0.604
AGO3	RNF2	9606.ENSP00000362287	9606.ENSP00000356480	0	0	0	0	0.067	0	0.500	0.106	0.546
AGO3	VENTX	9606.ENSP00000362287	9606.ENSP00000357556	0	0	0	0	0	0.050	0.500	0.102	0.536
AGO3	H2BC21	9606.ENSP00000362287	9606.ENSP00000358151	0	0.005	0	0	0	0	0.500	0.126	0.544
AGO3	H2AC18	9606.ENSP00000362287	9606.ENSP00000358155	0	0	0	0	0	0	0.500	0.093	0.527
AGO3	JUN	9606.ENSP00000362287	9606.ENSP00000360266	0	0	0	0	0.044	0	0.500	0.069	0.516
AGO3	PTEN	9606.ENSP00000362287	9606.ENSP00000361021	0	0	0	0	0.066	0	0.500	0.157	0.572
AGO3	H2AB1	9606.ENSP00000362287	9606.ENSP00000484261	0	0	0	0	0	0	0.500	0	0.499
AGO3	ETS1	9606.ENSP00000362287	9606.ENSP00000376436	0	0	0	0	0	0	0.500	0	0.499
AGO3	CBX6	9606.ENSP00000362287	9606.ENSP00000384490	0	0	0	0	0	0	0.500	0	0.499
AGO3	H2AJ	9606.ENSP00000362287	9606.ENSP00000438553	0	0	0	0	0	0	0.500	0	0.499
AGO3	H2AC6	9606.ENSP00000362287	9606.ENSP00000367022	0	0	0	0	0.042	0	0.500	0	0.500
AGO3	TFDP2	9606.ENSP00000362287	9606.ENSP00000420616	0	0	0	0	0.055	0	0.500	0	0.507
AGO3	H2AX	9606.ENSP00000362287	9606.ENSP00000434024	0	0	0	0	0	0	0.500	0.060	0.509
AGO3	MAPKAPK3	9606.ENSP00000362287	9606.ENSP00000396467	0	0	0	0	0	0	0.500	0.067	0.513
AGO3	BMI1	9606.ENSP00000362287	9606.ENSP00000365851	0	0	0	0	0.044	0	0.500	0.065	0.514
AGO3	PHC1	9606.ENSP00000362287	9606.ENSP00000437659	0	0	0	0	0.044	0	0.500	0.068	0.516
AGO3	H2BC14	9606.ENSP00000362287	9606.ENSP00000477907	0	0.005	0	0	0	0	0.500	0.088	0.524
AGO3	H2BC3	9606.ENSP00000362287	9606.ENSP00000482674	0	0.005	0	0	0	0	0.500	0.088	0.524
AGO3	H2BC13	9606.ENSP00000362287	9606.ENSP00000366618	0	0.005	0	0	0	0	0.500	0.088	0.524
AGO3	H2BC11	9606.ENSP00000362287	9606.ENSP00000476136	0	0.005	0	0	0	0	0.500	0.088	0.524
AGO3	H2BC17	9606.ENSP00000362287	9606.ENSP00000477527	0	0.005	0	0	0	0	0.500	0.088	0.524
AGO3	CDKN2D	9606.ENSP00000362287	9606.ENSP00000377224	0	0	0	0	0	0.068	0.500	0.063	0.525
AGO3	H2BC9	9606.ENSP00000362287	9606.ENSP00000479169	0	0.005	0	0	0.042	0	0.500	0.088	0.525
AGO3	RING1	9606.ENSP00000362287	9606.ENSP00000363787	0	0	0	0	0	0	0.500	0.091	0.526
AGO3	RBBP7	9606.ENSP00000362287	9606.ENSP00000369424	0	0	0	0	0.055	0.081	0.500	0	0.527
AGO3	H2BC15	9606.ENSP00000362287	9606.ENSP00000483903	0	0.005	0	0	0.062	0	0.500	0.088	0.534
AGO3	CDKN2A	9606.ENSP00000362287	9606.ENSP00000418915	0	0	0	0	0	0.068	0.500	0.112	0.550
AGO3	RBBP4	9606.ENSP00000362287	9606.ENSP00000362592	0	0	0	0	0.066	0.081	0.500	0.075	0.550
AGO3	PHC3	9606.ENSP00000362287	9606.ENSP00000420294	0	0	0	0	0.149	0	0.500	0.058	0.564
AGO3	MYC	9606.ENSP00000362287	9606.ENSP00000478887	0	0	0	0	0	0.179	0.400	0.234	0.590
AGO3	TFDP1	9606.ENSP00000362287	9606.ENSP00000364519	0	0	0	0	0.055	0	0.500	0.355	0.668
AGO3	MOV10	9606.ENSP00000362287	9606.ENSP00000399797	0	0	0	0	0.046	0.168	0.400	0.397	0.674
AGO3	AGO4	9606.ENSP00000362287	9606.ENSP00000362306	0	0	0.050	0.981	0.059	0.627	0.720	0.693	0.966
AGO3	TNRC6B	9606.ENSP00000362287	9606.ENSP00000401946	0	0	0	0	0.123	0.833	0.400	0.685	0.968
AGO3	TNRC6A	9606.ENSP00000362287	9606.ENSP00000379144	0	0	0	0	0.044	0.843	0.720	0.745	0.987
AGO4	CCND1	9606.ENSP00000362306	9606.ENSP00000227507	0	0	0	0	0.055	0	0.500	0.135	0.555
AGO4	MAPK14	9606.ENSP00000362306	9606.ENSP00000229795	0	0	0	0	0.085	0	0.500	0.057	0.530
AGO4	KDM6B	9606.ENSP00000362306	9606.ENSP00000254846	0	0	0	0	0.060	0	0.500	0.091	0.535
AGO4	PHC2	9606.ENSP00000362306	9606.ENSP00000257118	0	0	0	0	0.064	0	0.500	0	0.512
AGO4	CDK4	9606.ENSP00000362306	9606.ENSP00000257904	0	0	0	0	0.051	0	0.500	0.080	0.525
AGO4	CDKN2C	9606.ENSP00000362306	9606.ENSP00000262662	0	0	0	0	0	0.068	0.500	0.063	0.525
AGO4	E2F3	9606.ENSP00000362306	9606.ENSP00000262904	0	0	0	0	0.089	0.071	0.500	0.115	0.575
AGO4	CDK6	9606.ENSP00000362306	9606.ENSP00000265734	0	0	0	0	0.051	0	0.500	0.112	0.542
AGO4	TP53	9606.ENSP00000362306	9606.ENSP00000269305	0	0	0	0	0	0	0.500	0.182	0.573
AGO4	CBX8	9606.ENSP00000362306	9606.ENSP00000269385	0	0	0	0	0	0	0.500	0.065	0.512
AGO4	CBX4	9606.ENSP00000362306	9606.ENSP00000269397	0	0	0	0	0.049	0	0.500	0	0.504
AGO4	H2BC1	9606.ENSP00000362306	9606.ENSP00000274764	0	0.005	0	0	0	0	0.500	0.108	0.535
AGO4	TERF1	9606.ENSP00000362306	9606.ENSP00000276603	0	0	0	0	0	0	0	0.412	0.412
AGO4	CDKN2B	9606.ENSP00000362306	9606.ENSP00000276925	0	0	0	0	0	0.068	0.500	0.063	0.525
AGO4	H2BC5	9606.ENSP00000362306	9606.ENSP00000289316	0	0.005	0	0	0	0	0.500	0.106	0.533
AGO4	H2AZ2	9606.ENSP00000362306	9606.ENSP00000308405	0	0	0	0	0.047	0	0.500	0.065	0.515
AGO4	CBX2	9606.ENSP00000362306	9606.ENSP00000308750	0	0	0	0	0	0	0.500	0	0.499
AGO4	SUZ12	9606.ENSP00000362306	9606.ENSP00000316578	0	0	0	0	0.049	0	0.500	0.094	0.531
AGO4	EZH2	9606.ENSP00000362306	9606.ENSP00000320147	0	0	0	0	0.059	0.069	0.500	0.159	0.582
AGO4	H2BC4	9606.ENSP00000362306	9606.ENSP00000321744	0	0.005	0	0	0	0	0.500	0.106	0.533
AGO4	H2AC14	9606.ENSP00000362306	9606.ENSP00000328484	0	0	0	0	0	0	0.500	0	0.499
AGO4	SP1	9606.ENSP00000362306	9606.ENSP00000329357	0	0	0	0	0.064	0.053	0.500	0.047	0.521
AGO4	H2AC20	9606.ENSP00000362306	9606.ENSP00000332194	0	0	0	0	0	0	0.500	0.174	0.569
AGO4	MAPK11	9606.ENSP00000362306	9606.ENSP00000333685	0	0	0	0	0	0	0.500	0.057	0.508
AGO4	TNRC6C	9606.ENSP00000362306	9606.ENSP00000336783	0	0	0	0	0.060	0.705	0.400	0.614	0.927
AGO4	EED	9606.ENSP00000362306	9606.ENSP00000338186	0	0	0	0	0	0	0.500	0.146	0.554
AGO4	FOXO3	9606.ENSP00000362306	9606.ENSP00000339527	0	0	0	0	0.078	0.045	0.400	0.119	0.473
AGO4	H2AC7	9606.ENSP00000362306	9606.ENSP00000341094	0	0	0	0	0	0	0.500	0.067	0.513
AGO4	E2F1	9606.ENSP00000362306	9606.ENSP00000345571	0	0	0	0	0.060	0.065	0.500	0.103	0.553
AGO4	H2BC12	9606.ENSP00000362306	9606.ENSP00000349430	0	0.005	0	0	0	0	0.500	0.108	0.535
AGO4	ETS2	9606.ENSP00000362306	9606.ENSP00000353344	0	0	0	0	0.048	0	0.500	0.044	0.505
AGO4	E2F2	9606.ENSP00000362306	9606.ENSP00000355249	0	0	0	0	0.082	0.071	0.500	0.070	0.550
AGO4	H3-4	9606.ENSP00000362306	9606.ENSP00000355657	0	0	0	0	0	0.059	0	0.414	0.425
AGO4	RNF2	9606.ENSP00000362306	9606.ENSP00000356480	0	0	0	0	0.049	0	0.500	0.091	0.530
AGO4	VENTX	9606.ENSP00000362306	9606.ENSP00000357556	0	0	0	0	0.048	0.050	0.500	0.066	0.521
AGO4	H2BC21	9606.ENSP00000362306	9606.ENSP00000358151	0	0.005	0	0	0	0	0.500	0.214	0.590
AGO4	H2AC18	9606.ENSP00000362306	9606.ENSP00000358155	0	0	0	0	0	0	0.500	0.180	0.572
AGO4	JUN	9606.ENSP00000362306	9606.ENSP00000360266	0	0	0	0	0	0	0.500	0.066	0.513
AGO4	PTEN	9606.ENSP00000362306	9606.ENSP00000361021	0	0	0	0	0.142	0	0.500	0.175	0.615
AGO4	ETS1	9606.ENSP00000362306	9606.ENSP00000376436	0	0	0	0	0	0	0.500	0	0.499
AGO4	H2AB1	9606.ENSP00000362306	9606.ENSP00000484261	0	0	0	0	0	0	0.500	0	0.499
AGO4	H2AJ	9606.ENSP00000362306	9606.ENSP00000438553	0	0	0	0	0	0	0.500	0	0.499
AGO4	H2AC6	9606.ENSP00000362306	9606.ENSP00000367022	0	0	0	0	0	0	0.500	0	0.499
AGO4	CBX6	9606.ENSP00000362306	9606.ENSP00000384490	0	0	0	0	0	0	0.500	0	0.499
AGO4	BMI1	9606.ENSP00000362306	9606.ENSP00000365851	0	0	0	0	0	0	0.500	0.044	0.501
AGO4	PHC3	9606.ENSP00000362306	9606.ENSP00000420294	0	0	0	0	0.049	0	0.500	0	0.504
AGO4	MAPKAPK3	9606.ENSP00000362306	9606.ENSP00000396467	0	0	0	0	0.042	0	0.500	0.054	0.507
AGO4	TFDP2	9606.ENSP00000362306	9606.ENSP00000420616	0	0	0	0	0.055	0	0.500	0	0.507
AGO4	PHC1	9606.ENSP00000362306	9606.ENSP00000437659	0	0	0	0	0.044	0	0.500	0.080	0.522
AGO4	RING1	9606.ENSP00000362306	9606.ENSP00000363787	0	0	0	0	0	0	0.500	0.091	0.526
AGO4	H2AX	9606.ENSP00000362306	9606.ENSP00000434024	0	0	0	0	0	0	0.500	0.091	0.526
AGO4	CDKN2D	9606.ENSP00000362306	9606.ENSP00000377224	0	0	0	0	0.056	0.068	0.500	0.063	0.532
AGO4	RBBP7	9606.ENSP00000362306	9606.ENSP00000369424	0	0	0	0	0.055	0.081	0.500	0.054	0.534
AGO4	H2BC9	9606.ENSP00000362306	9606.ENSP00000479169	0	0.005	0	0	0	0	0.500	0.109	0.535
AGO4	H2BC3	9606.ENSP00000362306	9606.ENSP00000482674	0	0.005	0	0	0	0	0.500	0.108	0.535
AGO4	H2BC14	9606.ENSP00000362306	9606.ENSP00000477907	0	0.005	0	0	0	0	0.500	0.109	0.535
AGO4	H2BC13	9606.ENSP00000362306	9606.ENSP00000366618	0	0.005	0	0	0	0	0.500	0.109	0.535
AGO4	H2BC17	9606.ENSP00000362306	9606.ENSP00000477527	0	0.005	0	0	0	0	0.500	0.109	0.535
AGO4	H2BC11	9606.ENSP00000362306	9606.ENSP00000476136	0	0.005	0	0	0	0	0.500	0.108	0.535
